,speaker,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10,top11,top12,top13,top14,top15,season,top1_prop,top2_prop,top3_prop,top4_prop,top5_prop,top6_prop,top7_prop,top8_prop,top9_prop,top10_prop,top11_prop,top12_prop,top13_prop,top14_prop,top15_prop
0,Andy,like,dont,know,michael,tuna,guy,good,get,dwight,one,look,think,really,big,andy,3,0.0140625,0.01015625,0.01015625,0.009375,0.008984375,0.00859375,0.0078125,0.0078125,0.0078125,0.007421875,0.00703125,0.006640625,0.006640625,0.006640625,0.00625
1,Andy,like,angela,know,tuna,got,right,think,let,back,take,well,one,time,shes,gon,4,0.01599488163787588,0.010876519513755598,0.010876519513755598,0.010236724248240563,0.008957133717210493,0.008957133717210493,0.008317338451695458,0.007037747920665387,0.007037747920665387,0.007037747920665387,0.006397952655150352,0.006397952655150352,0.006397952655150352,0.006397952655150352,0.006397952655150352
2,Andy,like,thats,youre,know,dont,get,dwight,really,well,guy,see,angela,go,good,man,5,0.014177040110650069,0.011410788381742738,0.011065006915629323,0.011065006915629323,0.00933609958506224,0.008644536652835409,0.007607192254495159,0.006915629322268326,0.00656984785615491,0.006224066390041493,0.006224066390041493,0.005878284923928077,0.005878284923928077,0.005532503457814661,0.005532503457814661
3,Andy,like,erin,know,well,right,get,little,got,guy,would,dont,andy,day,want,youre,6,0.01399825021872266,0.01079031787693205,0.010498687664041995,0.010207057451151939,0.009040536599591718,0.009040536599591718,0.007874015748031496,0.007874015748031496,0.007290755322251386,0.007290755322251386,0.006707494896471274,0.006415864683581219,0.005540974044911053,0.005249343832020997,0.005249343832020997
4,Andy,like,right,know,go,well,one,think,dont,really,gon,guy,youre,got,thats,thing,7,0.015043996593812092,0.013340902639795628,0.01021856372409878,0.009367016747090548,0.008799318762418393,0.00823162077774624,0.00709622480840193,0.00709622480840193,0.006528526823729776,0.006244677831393698,0.006244677831393698,0.005676979846721544,0.005676979846721544,0.005676979846721544,0.005393130854385467
5,Andy,know,like,dont,guy,get,right,well,going,got,one,youre,think,want,go,really,8,0.01362322829228017,0.011971927893215908,0.009907802394385578,0.009632585661208202,0.009357368928030824,0.008256501995321316,0.008118893628732627,0.00784367689555525,0.007568460162377872,0.007293243429200495,0.007155635062611807,0.007018026696023119,0.006329984863079675,0.006329984863079675,0.005917159763313609
6,Andy,know,right,got,like,guy,get,go,well,dont,thats,time,erin,really,gon,good,9,0.011094829390831066,0.010676156583629894,0.009420138162026376,0.00921080175842579,0.008373456144023446,0.008373456144023446,0.007745446933221687,0.007745446933221687,0.007745446933221687,0.006908101318819342,0.006280092108017585,0.006280092108017585,0.006070755704416998,0.005861419300816412,0.005861419300816412
7,Angela,think,kevin,one,kit,really,gon,like,cat,stapler,thats,hold,safety,oscar,phyllis,dwight,1,0.04878048780487805,0.032520325203252036,0.024390243902439025,0.024390243902439025,0.016260162601626018,0.016260162601626018,0.016260162601626018,0.016260162601626018,0.016260162601626018,0.016260162601626018,0.016260162601626018,0.016260162601626018,0.016260162601626018,0.016260162601626018,0.016260162601626018
8,Angela,dont,go,know,think,well,get,thing,youre,one,dwight,pam,really,talk,yet,people,2,0.02050473186119874,0.01892744479495268,0.014195583596214511,0.014195583596214511,0.011041009463722398,0.011041009463722398,0.011041009463722398,0.00946372239747634,0.00946372239747634,0.00946372239747634,0.007886435331230283,0.007886435331230283,0.007886435331230283,0.007886435331230283,0.007886435331230283
9,Angela,pum,dont,dwight,like,party,know,get,thank,go,want,think,thats,back,michael,phyllis,3,0.02081727062451812,0.020046260601387818,0.013107170393215111,0.01156515034695451,0.01079414032382421,0.010023130300693909,0.008481110254433308,0.008481110254433308,0.007710100231303007,0.007710100231303007,0.007710100231303007,0.007710100231303007,0.006939090208172706,0.006939090208172706,0.006939090208172706
10,Angela,party,dont,sprinkle,know,dwight,cant,right,want,time,get,give,there,thats,youre,could,4,0.021134593993325918,0.018909899888765295,0.014460511679644048,0.010011123470522803,0.008898776418242492,0.008898776418242492,0.00778642936596218,0.006674082313681869,0.006674082313681869,0.006674082313681869,0.006674082313681869,0.006674082313681869,0.006674082313681869,0.006674082313681869,0.006674082313681869
11,Angela,cat,know,dont,want,look,come,mean,like,dwight,thats,kevin,bad,andy,get,charles,5,0.015539305301645339,0.013711151736745886,0.012797074954296161,0.011882998171846435,0.010968921389396709,0.010968921389396709,0.010054844606946984,0.009140767824497258,0.009140767824497258,0.009140767824497258,0.009140767824497258,0.009140767824497258,0.008226691042047532,0.007312614259597806,0.007312614259597806
12,Angela,going,know,dont,like,day,well,see,dwight,pam,season,contract,get,michael,u,look,6,0.013618677042801557,0.013618677042801557,0.013618677042801557,0.013618677042801557,0.013618677042801557,0.013618677042801557,0.013618677042801557,0.013618677042801557,0.011673151750972763,0.011673151750972763,0.011673151750972763,0.011673151750972763,0.011673151750972763,0.011673151750972763,0.009727626459143969
13,Angela,dont,pam,senator,think,want,would,dwight,know,well,like,voice,season,one,kevin,michael,7,0.01847290640394089,0.013546798029556651,0.013546798029556651,0.012315270935960592,0.012315270935960592,0.012315270935960592,0.012315270935960592,0.012315270935960592,0.011083743842364532,0.009852216748768473,0.008620689655172414,0.008620689655172414,0.007389162561576354,0.007389162561576354,0.007389162561576354
14,Angela,dwight,like,pam,know,season,get,dont,phillip,think,baby,he,stop,fine,going,way,8,0.020491803278688523,0.01366120218579235,0.01366120218579235,0.012295081967213115,0.01092896174863388,0.01092896174863388,0.01092896174863388,0.01092896174863388,0.009562841530054645,0.009562841530054645,0.009562841530054645,0.009562841530054645,0.00819672131147541,0.00819672131147541,0.00819672131147541
15,Angela,dwight,dont,know,kevin,oscar,god,like,need,well,want,would,senator,get,right,good,9,0.02046617396247868,0.015349630471859011,0.013075611142694713,0.012507106310403639,0.012507106310403639,0.010801591813530414,0.01023308698123934,0.008527572484366117,0.007959067652075043,0.007959067652075043,0.007959067652075043,0.007390562819783968,0.007390562819783968,0.007390562819783968,0.006822057987492893
16,Darryl,one,block,go,man,thats,know,season,interesting,shot,shoot,truck,roger,rogers,getting,happening,1,0.05,0.05,0.05,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666
17,Darryl,mike,know,right,man,get,thats,got,need,u,like,dont,lot,come,union,michael,2,0.03194888178913738,0.022364217252396165,0.022364217252396165,0.022364217252396165,0.019169329073482427,0.019169329073482427,0.01597444089456869,0.01597444089456869,0.01597444089456869,0.012779552715654952,0.012779552715654952,0.012779552715654952,0.012779552715654952,0.012779552715654952,0.012779552715654952
18,Darryl,mike,get,man,got,thats,right,year,raise,look,ill,lady,come,like,go,serious,3,0.03125,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.014583333333333334,0.014583333333333334,0.0125,0.010416666666666666,0.010416666666666666,0.008333333333333333,0.008333333333333333,0.008333333333333333,0.008333333333333333,0.008333333333333333,0.008333333333333333
19,Darryl,get,dunder,start,mifflin,like,youre,know,paper,season,call,mike,man,there,need,around,4,0.023809523809523808,0.01984126984126984,0.01984126984126984,0.01984126984126984,0.01984126984126984,0.015873015873015872,0.015873015873015872,0.015873015873015872,0.015873015873015872,0.015873015873015872,0.015873015873015872,0.011904761904761904,0.011904761904761904,0.011904761904761904,0.011904761904761904
20,Darryl,da,mike,pound,whats,go,right,back,know,name,baby,lost,like,season,five,truck,5,0.02857142857142857,0.024175824175824177,0.02197802197802198,0.01978021978021978,0.015384615384615385,0.015384615384615385,0.013186813186813187,0.013186813186813187,0.01098901098901099,0.01098901098901099,0.01098901098901099,0.01098901098901099,0.01098901098901099,0.01098901098901099,0.01098901098901099
21,Darryl,dont,something,thing,season,right,yum,know,look,got,go,could,get,man,guy,like,6,0.01303538175046555,0.01303538175046555,0.01303538175046555,0.0111731843575419,0.0111731843575419,0.0111731843575419,0.0111731843575419,0.00931098696461825,0.00931098696461825,0.00931098696461825,0.00931098696461825,0.00931098696461825,0.00931098696461825,0.00931098696461825,0.00931098696461825
22,Darryl,dont,good,got,like,one,say,know,look,let,take,thats,cool,jim,come,darryl,7,0.016877637130801686,0.012658227848101266,0.010970464135021098,0.010970464135021098,0.010970464135021098,0.010126582278481013,0.009282700421940928,0.008438818565400843,0.008438818565400843,0.008438818565400843,0.008438818565400843,0.007594936708860759,0.007594936708860759,0.006751054852320675,0.006751054852320675
23,Darryl,know,got,dont,man,like,youre,get,gon,good,come,val,thats,want,ill,back,8,0.014058679706601468,0.013447432762836185,0.012224938875305624,0.012224938875305624,0.011002444987775062,0.011002444987775062,0.009779951100244499,0.009168704156479218,0.008557457212713936,0.007946210268948655,0.007946210268948655,0.007946210268948655,0.007334963325183374,0.006723716381418093,0.006112469437652812
24,Darryl,jim,gon,like,know,man,get,got,dont,right,thats,want,going,go,philly,one,9,0.014634146341463415,0.012543554006968641,0.011846689895470384,0.011846689895470384,0.011149825783972125,0.011149825783972125,0.010452961672473868,0.008362369337979094,0.008362369337979094,0.008362369337979094,0.007665505226480836,0.006968641114982578,0.006968641114982578,0.006968641114982578,0.0062717770034843206
25,Dwight,jim,know,thats,dont,one,michael,good,think,take,well,ill,please,want,get,dwight,1,0.017260579064587972,0.014476614699331848,0.012806236080178173,0.010579064587973273,0.008908685968819599,0.008351893095768375,0.008351893095768375,0.0077951002227171495,0.0077951002227171495,0.007238307349665924,0.007238307349665924,0.007238307349665924,0.007238307349665924,0.0066815144766146995,0.0066815144766146995
26,Dwight,michael,know,like,dont,go,get,one,come,good,going,youre,thats,would,let,jim,2,0.01619635999332109,0.010686258139923193,0.009183503088996493,0.008849557522123894,0.008682584738687594,0.008515611955251294,0.007513775254633495,0.006511938554015695,0.006344965770579396,0.006011020203706796,0.006011020203706796,0.006011020203706796,0.005844047420270496,0.005677074636834196,0.0055101018533978965
27,Dwight,michael,jim,dont,know,get,one,dwight,let,come,good,thats,would,ryan,youre,go,3,0.014664934100612585,0.009838500092816038,0.007982179320586598,0.007610915166140709,0.007239651011694821,0.006497122702803044,0.0063114906255801,0.006125858548357156,0.005568962316688323,0.005383330239465379,0.005383330239465379,0.005197698162242435,0.005012066085019491,0.005012066085019491,0.005012066085019491
28,Dwight,michael,know,well,go,dont,come,get,right,got,dwight,say,make,let,jim,phone,4,0.015108593012275733,0.010072395341517154,0.009757632987094743,0.009757632987094743,0.009442870632672332,0.007869058860560278,0.007239534151715455,0.007239534151715455,0.006924771797293044,0.0066100094428706326,0.0066100094428706326,0.005980484734025811,0.005980484734025811,0.0056657223796034,0.0056657223796034
29,Dwight,michael,dont,get,know,go,one,well,youre,dwight,come,thats,like,say,got,time,5,0.015503875968992248,0.010232558139534883,0.009147286821705427,0.007751937984496124,0.007286821705426357,0.006356589147286822,0.006356589147286822,0.005891472868217054,0.005891472868217054,0.005736434108527132,0.005426356589147287,0.005426356589147287,0.00496124031007752,0.00496124031007752,0.00496124031007752
30,Dwight,michael,know,jim,dont,like,get,youre,one,right,would,well,let,come,dwight,got,6,0.011583011583011582,0.009845559845559846,0.009266409266409266,0.008687258687258687,0.008494208494208495,0.008108108108108109,0.007335907335907336,0.006370656370656371,0.006370656370656371,0.006177606177606178,0.005791505791505791,0.005598455598455598,0.005405405405405406,0.005405405405405406,0.0052123552123552125
31,Dwight,jim,know,michael,good,like,one,thats,dont,get,dwight,right,pam,youre,let,go,7,0.011456628477905073,0.008797054009819968,0.008387888707037643,0.007160392798690671,0.006955810147299509,0.006751227495908347,0.006751227495908347,0.006546644844517185,0.006342062193126023,0.006342062193126023,0.006342062193126023,0.0061374795417348605,0.0061374795417348605,0.0061374795417348605,0.0057283142389525366
32,Dwight,jim,go,know,right,dont,like,thats,get,youre,one,really,going,gon,got,dwight,8,0.011761202917969331,0.009230311150811374,0.008783683191901146,0.00833705523299092,0.00818817924668751,0.00789042727408069,0.007592675301473872,0.007592675301473872,0.006848295369956826,0.0064016674110465984,0.0059550394521363705,0.005806163465832961,0.005657287479529552,0.005359535506922733,0.005359535506922733
33,Dwight,jim,get,like,know,youre,dont,go,right,one,let,good,come,need,well,time,9,0.01064249113125739,0.010116936013664432,0.009459992116673236,0.008934436999080279,0.008934436999080279,0.007883326763894364,0.007094994087504927,0.006700827749310209,0.0064380501905137305,0.006175272631717251,0.006043883852319012,0.006043883852319012,0.005649717514124294,0.004992773617133097,0.004861384837734857
34,Erin,season,like,erin,get,sorry,god,hi,thanks,ill,still,youre,michael,really,thats,got,5,0.03205128205128205,0.03205128205128205,0.02564102564102564,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.01282051282051282,0.01282051282051282,0.01282051282051282,0.01282051282051282,0.01282051282051282,0.01282051282051282,0.01282051282051282
35,Erin,michael,andy,like,know,think,want,dont,well,back,he,pam,say,thats,keep,got,6,0.018379850238257316,0.01701837985023826,0.013614703880190605,0.010891763104152484,0.009530292716133424,0.008849557522123894,0.008849557522123894,0.007488087134104833,0.007488087134104833,0.0068073519400953025,0.0068073519400953025,0.0068073519400953025,0.006126616746085773,0.005445881552076242,0.005445881552076242
36,Erin,gabe,michael,like,get,dont,sorry,see,think,go,really,know,andy,guy,want,take,7,0.01688048615800135,0.016205266711681297,0.015530047265361242,0.014854827819041188,0.014179608372721135,0.012829169480081027,0.012153950033760972,0.011478730587440918,0.011478730587440918,0.010803511141120865,0.01012829169480081,0.01012829169480081,0.009453072248480757,0.008777852802160702,0.008102633355840648
37,Erin,andy,dont,like,get,know,dwight,go,youre,thats,one,really,want,guy,say,he,8,0.01973051010587103,0.016843118383060636,0.013474494706448507,0.01203079884504331,0.01203079884504331,0.010587102983638113,0.008662175168431183,0.008180943214629451,0.007699711260827719,0.007699711260827719,0.007699711260827719,0.007218479307025986,0.007218479307025986,0.006737247353224254,0.006737247353224254
38,Erin,andy,like,really,know,dont,pete,get,well,sorry,got,andys,think,pen,guy,thats,9,0.016864175022789425,0.01276207839562443,0.01276207839562443,0.010938924339106655,0.010938924339106655,0.010027347310847767,0.009115770282588878,0.009115770282588878,0.008659981768459436,0.007748404740200547,0.0068368277119416595,0.006381039197812215,0.005925250683682771,0.005925250683682771,0.0054694621695533276
39,Holly,good,really,kevin,well,know,look,season,like,get,car,one,hi,love,day,toby,4,0.02622950819672131,0.022950819672131147,0.022950819672131147,0.019672131147540985,0.019672131147540985,0.01639344262295082,0.013114754098360656,0.013114754098360656,0.013114754098360656,0.009836065573770493,0.009836065573770493,0.009836065573770493,0.009836065573770493,0.009836065573770493,0.009836065573770493
40,Holly,michael,know,good,dont,get,think,really,well,could,thats,day,go,back,thing,gon,5,0.019184652278177457,0.011191047162270184,0.011191047162270184,0.010391686650679457,0.010391686650679457,0.009592326139088728,0.009592326139088728,0.008792965627498001,0.008792965627498001,0.007993605115907274,0.007194244604316547,0.006394884092725819,0.006394884092725819,0.006394884092725819,0.006394884092725819
41,Holly,michael,dont,know,love,well,get,think,go,want,he,fine,really,gon,together,like,7,0.029693486590038315,0.022030651340996167,0.020114942528735632,0.016283524904214558,0.013409961685823755,0.013409961685823755,0.011494252873563218,0.01053639846743295,0.009578544061302681,0.009578544061302681,0.008620689655172414,0.007662835249042145,0.007662835249042145,0.007662835249042145,0.007662835249042145
42,Jan,michael,plan,dont,sale,decided,branch,mean,acupuncture,incentive,cell,created,cant,program,phone,prize,1,0.06172839506172839,0.030864197530864196,0.024691358024691357,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.012345679012345678,0.012345679012345678,0.012345679012345678,0.012345679012345678,0.012345679012345678,0.012345679012345678,0.012345679012345678,0.012345679012345678,0.012345679012345678
43,Jan,michael,know,well,dont,please,mean,good,think,right,need,would,really,youre,gon,go,2,0.06982343499197431,0.016051364365971106,0.014446227929373997,0.012841091492776886,0.011235955056179775,0.01043338683788122,0.009630818619582664,0.009630818619582664,0.00882825040128411,0.00882825040128411,0.008025682182985553,0.008025682182985553,0.008025682182985553,0.008025682182985553,0.008025682182985553
44,Jan,michael,know,good,dont,like,get,think,would,well,great,thats,work,right,branch,please,3,0.0471311475409836,0.02663934426229508,0.014344262295081968,0.012978142076502733,0.012295081967213115,0.01092896174863388,0.010245901639344262,0.010245901639344262,0.00819672131147541,0.007513661202185792,0.007513661202185792,0.006830601092896175,0.006830601092896175,0.006830601092896175,0.006830601092896175
45,Jan,michael,know,well,dont,really,go,get,like,come,babe,pam,youre,little,mean,phone,4,0.02835538752362949,0.01890359168241966,0.017013232514177693,0.01606805293005671,0.012287334593572778,0.011342155009451797,0.011342155009451797,0.011342155009451797,0.00945179584120983,0.008506616257088847,0.008506616257088847,0.007561436672967864,0.006616257088846881,0.006616257088846881,0.006616257088846881
46,Jan,know,michael,astrid,well,dont,thats,baby,good,season,mean,really,would,one,thank,cant,5,0.03626943005181347,0.025906735751295335,0.02072538860103627,0.02072538860103627,0.018134715025906734,0.015544041450777202,0.015544041450777202,0.012953367875647668,0.012953367875647668,0.012953367875647668,0.012953367875647668,0.010362694300518135,0.010362694300518135,0.010362694300518135,0.007772020725388601
47,Jan,season,queen,michael,get,princess,never,singing,client,doesnt,good,like,wan,there,laugh,might,7,0.04794520547945205,0.0273972602739726,0.0273972602739726,0.02054794520547945,0.02054794520547945,0.02054794520547945,0.0136986301369863,0.0136986301369863,0.0136986301369863,0.0136986301369863,0.0136986301369863,0.0136986301369863,0.0136986301369863,0.0136986301369863,0.0136986301369863
48,Jan,season,youre,wallace,spell,show,well,molly,know,mommy,would,david,pam,week,mean,option,9,0.05844155844155844,0.03896103896103896,0.025974025974025976,0.025974025974025976,0.01948051948051948,0.01948051948051948,0.01948051948051948,0.01948051948051948,0.01948051948051948,0.01948051948051948,0.01948051948051948,0.01948051948051948,0.012987012987012988,0.012987012987012988,0.012987012987012988
49,Jim,know,dwight,good,one,well,thats,dont,right,going,really,think,get,pam,go,like,1,0.027662517289073305,0.025587828492392807,0.017980636237897647,0.01590594744121715,0.014522821576763486,0.012448132780082987,0.012448132780082987,0.011065006915629323,0.01037344398340249,0.01037344398340249,0.009681881051175657,0.008298755186721992,0.008298755186721992,0.007607192254495159,0.007607192254495159
50,Jim,know,michael,really,dwight,dont,pam,think,thats,well,right,go,like,going,get,one,2,0.018105849582172703,0.014623955431754874,0.013695450324976788,0.013695450324976788,0.011838440111420613,0.01137418755803157,0.010677808727948004,0.010677808727948004,0.009517177344475394,0.009052924791086351,0.008588672237697307,0.008356545961002786,0.00766016713091922,0.007428040854224698,0.007195914577530177
51,Jim,know,really,right,dont,dwight,like,think,karen,good,get,pam,thats,well,awimowheh,go,3,0.016388373531230675,0.013296227581941867,0.012987012987012988,0.012987012987012988,0.011440940012368584,0.010822510822510822,0.010513296227581941,0.009894867037724181,0.0095856524427953,0.00927643784786642,0.008658008658008658,0.008348794063079777,0.008348794063079777,0.008348794063079777,0.007730364873222016
52,Jim,know,dont,right,think,pam,well,going,really,thats,go,michael,good,dwight,gon,like,4,0.014193548387096775,0.013548387096774193,0.011935483870967743,0.011935483870967743,0.011935483870967743,0.01064516129032258,0.00935483870967742,0.00903225806451613,0.008709677419354838,0.008387096774193548,0.008387096774193548,0.008064516129032258,0.008064516129032258,0.007419354838709678,0.007419354838709678
53,Jim,know,right,dwight,pam,michael,dont,well,thats,one,back,really,think,phone,youre,going,5,0.016796782588123966,0.013957889756328366,0.012301868937780932,0.011118996924532765,0.011118996924532765,0.009462976105985333,0.009462976105985333,0.008989827300686065,0.008516678495386799,0.007570380884788266,0.007333806482138633,0.006860657676839366,0.006624083274189733,0.006624083274189733,0.0063875088715401
54,Jim,michael,know,think,right,pam,well,dont,really,go,thats,alright,like,get,youre,let,6,0.020312864814382443,0.014709315900070045,0.011907541442913845,0.011674060238150829,0.011674060238150829,0.010740135419098762,0.010740135419098762,0.010506654214335746,0.010506654214335746,0.009806210600046696,0.007471398552416531,0.007471398552416531,0.007471398552416531,0.007004436142890497,0.006770954938127481
55,Jim,know,dwight,think,dont,right,thats,well,really,go,like,stop,good,youre,got,michael,7,0.01457807681525091,0.014297729184188394,0.013737033922063359,0.01345668629100084,0.012615643397813289,0.010933557611438183,0.010092514718250631,0.009251471825063078,0.00897112419400056,0.008690776562938042,0.008130081300813009,0.008130081300813009,0.007008690776562938,0.007008690776562938,0.007008690776562938
56,Jim,know,dont,right,dwight,thats,think,like,go,one,really,get,alright,going,want,well,8,0.01866251944012442,0.015329926682959343,0.015329926682959343,0.01355254387913797,0.012663852477227283,0.010664296822928238,0.009109086869584537,0.008886914019106865,0.008664741168629194,0.007776049766718507,0.007109531215285492,0.007109531215285492,0.007109531215285492,0.006887358364807821,0.0066651855143301485
57,Jim,know,right,pam,thats,dont,gon,dwight,really,got,well,get,go,like,think,good,9,0.01731701685522974,0.01500808127453244,0.013391826368044332,0.012237358577695681,0.011082890787347033,0.010159316555068113,0.009697529438928654,0.009466635880858923,0.009235742322789195,0.009004848764719464,0.008312168090510275,0.007850380974370815,0.007850380974370815,0.007619487416301085,0.0073885938582313555
58,Kelly,meeting,season,one,longest,like,customer,think,ryan,hand,thank,purse,plummeting,pole,polaroid,polar,1,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0
59,Kelly,jim,like,know,god,dont,mean,ryan,want,please,one,said,would,cool,didnt,something,2,0.0237741456166419,0.022288261515601784,0.01634472511144131,0.01634472511144131,0.014858841010401188,0.014858841010401188,0.01188707280832095,0.01188707280832095,0.01188707280832095,0.010401188707280832,0.008915304606240713,0.008915304606240713,0.008915304606240713,0.008915304606240713,0.008915304606240713
60,Kelly,god,like,ryan,dont,know,youre,get,wont,think,sorry,well,show,say,want,fashion,3,0.02729044834307992,0.02046783625730994,0.018518518518518517,0.016569200779727095,0.016569200779727095,0.015594541910331383,0.01364522417153996,0.012670565302144249,0.010721247563352826,0.010721247563352826,0.010721247563352826,0.009746588693957114,0.009746588693957114,0.008771929824561403,0.008771929824561403
61,Kelly,ryan,like,dont,know,pam,cuz,talk,darryl,well,youre,guy,he,think,right,theyre,4,0.019569471624266144,0.019569471624266144,0.015655577299412915,0.015655577299412915,0.009784735812133072,0.009784735812133072,0.009784735812133072,0.007827788649706457,0.007827788649706457,0.007827788649706457,0.007827788649706457,0.007827788649706457,0.007827788649706457,0.007827788649706457,0.007827788649706457
62,Kelly,michael,like,guy,dont,know,youre,gon,get,could,hate,mean,going,would,season,cool,5,0.017356475300400534,0.017356475300400534,0.012016021361815754,0.012016021361815754,0.012016021361815754,0.010680907877169559,0.010680907877169559,0.009345794392523364,0.00801068090787717,0.00801068090787717,0.00801068090787717,0.00801068090787717,0.00801068090787717,0.006675567423230975,0.006675567423230975
63,Kelly,like,go,get,dont,ryan,well,youre,know,really,guy,think,andy,gon,season,going,6,0.014727540500736377,0.013254786450662739,0.013254786450662739,0.013254786450662739,0.011782032400589101,0.011782032400589101,0.011782032400589101,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.008836524300441826,0.008836524300441826
64,Kelly,like,know,dont,ryan,blah,think,could,time,season,right,go,michael,really,get,god,7,0.01756311745334797,0.014270032930845226,0.013172338090010977,0.012074643249176729,0.009879253567508232,0.009879253567508232,0.009879253567508232,0.008781558726673985,0.007683863885839737,0.007683863885839737,0.007683863885839737,0.007683863885839737,0.007683863885839737,0.007683863885839737,0.006586169045005488
65,Kelly,mean,like,dot,know,season,think,get,dont,andy,youre,god,actually,look,really,time,8,0.01741654571843251,0.015965166908563134,0.013062409288824383,0.011611030478955007,0.011611030478955007,0.011611030478955007,0.010159651669085631,0.010159651669085631,0.010159651669085631,0.008708272859216255,0.008708272859216255,0.008708272859216255,0.008708272859216255,0.008708272859216255,0.00725689404934688
66,Kelly,season,baby,ravi,drake,ryan,look,like,dont,go,cute,name,obsessed,well,buck,tossing,9,0.0967741935483871,0.06451612903225806,0.03225806451612903,0.03225806451612903,0.021505376344086023,0.021505376344086023,0.021505376344086023,0.021505376344086023,0.021505376344086023,0.021505376344086023,0.021505376344086023,0.021505376344086023,0.010752688172043012,0.010752688172043012,0.010752688172043012
67,Kevin,type,band,black,cause,tribute,good,people,miller,wan,steve,go,think,time,come,real,1,0.04854368932038835,0.038834951456310676,0.02912621359223301,0.02912621359223301,0.02912621359223301,0.02912621359223301,0.02912621359223301,0.02912621359223301,0.02912621359223301,0.02912621359223301,0.02912621359223301,0.019417475728155338,0.019417475728155338,0.019417475728155338,0.019417475728155338
68,Kevin,michael,think,guy,really,thats,pam,fire,jim,said,got,get,go,please,dont,like,2,0.017857142857142856,0.011363636363636364,0.011363636363636364,0.011363636363636364,0.00974025974025974,0.00974025974025974,0.00974025974025974,0.008116883116883116,0.008116883116883116,0.008116883116883116,0.008116883116883116,0.008116883116883116,0.008116883116883116,0.008116883116883116,0.008116883116883116
69,Kevin,know,michael,like,angela,going,time,pam,go,think,well,look,jim,get,would,got,3,0.016025641025641024,0.014957264957264958,0.013888888888888888,0.011752136752136752,0.011752136752136752,0.009615384615384616,0.009615384615384616,0.008547008547008548,0.008547008547008548,0.008547008547008548,0.008547008547008548,0.007478632478632479,0.007478632478632479,0.007478632478632479,0.007478632478632479
70,Kevin,michael,like,go,back,get,gon,jim,pizza,really,see,wait,take,pam,bad,want,4,0.023494860499265784,0.014684287812041116,0.013215859030837005,0.011747430249632892,0.011747430249632892,0.010279001468428781,0.010279001468428781,0.010279001468428781,0.010279001468428781,0.00881057268722467,0.007342143906020558,0.007342143906020558,0.007342143906020558,0.007342143906020558,0.007342143906020558
71,Kevin,michael,kevin,like,think,didnt,phone,want,call,he,look,lynn,got,would,mean,ryan,5,0.018038331454340473,0.015783540022547914,0.014656144306651634,0.012401352874859075,0.009019165727170236,0.009019165727170236,0.007891770011273957,0.007891770011273957,0.007891770011273957,0.007891770011273957,0.007891770011273957,0.006764374295377677,0.006764374295377677,0.006764374295377677,0.006764374295377677
72,Kevin,michael,like,think,pam,dont,want,jim,know,oscar,would,hi,season,angela,mean,going,6,0.016701461377870562,0.014613778705636743,0.011482254697286013,0.010438413361169102,0.010438413361169102,0.009394572025052192,0.009394572025052192,0.009394572025052192,0.009394572025052192,0.008350730688935281,0.007306889352818371,0.006263048016701462,0.006263048016701462,0.006263048016701462,0.006263048016701462
